file_name,agents_number,solve_time,is_optimal_solution,solution
instancias/instb/instb_2_10_100.txt,100,0.04768204689025879,true,4935.017900000001
instancias/instb/instb_2_10_1000.txt,1000,13.593976020812988,true,49926.37050000001
instancias/instb/instb_2_10_200.txt,200,0.21467185020446777,true,9924.6619
instancias/instb/instb_2_10_50.txt,50,0.01834893226623535,true,2421.1546000000003
instancias/instb/instb_2_10_500.txt,500,3.075910806655884,true,24921.078899999993
instancias/instb/instb_2_1_100.txt,100,0.03654909133911133,true,4927.7066
instancias/instb/instb_2_1_1000.txt,1000,13.820823907852173,true,49926.22630000003
instancias/instb/instb_2_1_200.txt,200,0.14767098426818848,true,9931.686000000003
instancias/instb/instb_2_1_50.txt,50,0.010917901992797852,true,2423.3963999999996
instancias/instb/instb_2_1_500.txt,500,3.051280975341797,true,24925.570099999983
instancias/instb/instb_2_2_100.txt,100,0.034509897232055664,true,4929.361600000001
instancias/instb/instb_2_2_1000.txt,1000,13.45401120185852,true,49925.67279999999
instancias/instb/instb_2_2_200.txt,200,0.1475849151611328,true,9927.929300000002
instancias/instb/instb_2_2_50.txt,50,0.03439688682556152,true,2424.8939
instancias/instb/instb_2_2_500.txt,500,2.728803873062134,true,24923.273599999997
instancias/instb/instb_2_3_100.txt,100,0.032434940338134766,true,4929.153699999999
instancias/instb/instb_2_3_1000.txt,1000,13.04446792602539,true,49925.72450000002
instancias/instb/instb_2_3_200.txt,200,0.12291598320007324,true,9925.821000000005
instancias/instb/instb_2_3_50.txt,50,0.012419939041137695,true,2431.3023
instancias/instb/instb_2_3_500.txt,500,2.838771104812622,true,24921.6155
instancias/instb/instb_2_4_100.txt,100,0.027985095977783203,true,4936.533300000001
instancias/instb/instb_2_4_1000.txt,1000,13.121376037597656,true,49926.37159999993
instancias/instb/instb_2_4_200.txt,200,0.13895297050476074,true,9922.469200000001
instancias/instb/instb_2_4_50.txt,50,0.010113954544067383,true,2436.7375
instancias/instb/instb_2_4_500.txt,500,2.9242660999298096,true,24926.2481
instancias/instb/instb_2_5_100.txt,100,0.02903890609741211,true,4934.435699999999
instancias/instb/instb_2_5_1000.txt,1000,14.08721399307251,true,49925.785200000035
instancias/instb/instb_2_5_200.txt,200,0.14061403274536133,true,9921.485000000002
instancias/instb/instb_2_5_50.txt,50,0.012279033660888672,true,2434.4650000000006
instancias/instb/instb_2_5_500.txt,500,3.266613006591797,true,24922.88610000001
instancias/instb/instb_2_6_100.txt,100,0.03651714324951172,true,4933.6045
instancias/instb/instb_2_6_1000.txt,1000,13.62120509147644,true,49924.654100000116
instancias/instb/instb_2_6_200.txt,200,0.1235051155090332,true,9931.974200000006
instancias/instb/instb_2_6_50.txt,50,0.011910200119018555,true,2433.4341999999997
instancias/instb/instb_2_6_500.txt,500,3.042469024658203,true,24925.3331
instancias/instb/instb_2_7_100.txt,100,0.030675172805786133,true,4924.022500000001
instancias/instb/instb_2_7_1000.txt,1000,13.121761798858643,true,49926.57819999995
instancias/instb/instb_2_7_200.txt,200,0.13091492652893066,true,9928.078300000001
instancias/instb/instb_2_7_50.txt,50,0.01244497299194336,true,2424.5410000000006
instancias/instb/instb_2_7_500.txt,500,2.8795888423919678,true,24925.75470000001
instancias/instb/instb_2_8_100.txt,100,0.030530929565429688,true,4922.674899999999
instancias/instb/instb_2_8_1000.txt,1000,12.962492942810059,true,49924.42090000003
instancias/instb/instb_2_8_200.txt,200,0.10582089424133301,true,9925.275900000006
instancias/instb/instb_2_8_50.txt,50,0.01353001594543457,true,2420.8844999999997
instancias/instb/instb_2_8_500.txt,500,3.003067970275879,true,24926.163299999975
instancias/instb/instb_2_9_100.txt,100,0.03254294395446777,true,4923.373600000002
instancias/instb/instb_2_9_1000.txt,1000,12.852760076522827,true,49923.88900000007
instancias/instb/instb_2_9_200.txt,200,0.10635113716125488,true,9924.344700000003
instancias/instb/instb_2_9_50.txt,50,0.01897287368774414,true,2439.8838000000005
instancias/instb/instb_2_9_500.txt,500,2.8547160625457764,true,24924.806499999995
instancias/instb/instb_3_10_100.txt,100,0.04005122184753418,true,49214.859999999986
instancias/instb/instb_3_10_1000.txt,1000,13.464648962020874,true,499192.2350000003
instancias/instb/instb_3_10_200.txt,200,0.12801718711853027,true,99175.23299999995
instancias/instb/instb_3_10_50.txt,50,0.013273000717163086,true,24369.925000000007
instancias/instb/instb_3_10_500.txt,500,2.8199901580810547,true,249195.11599999998
instancias/instb/instb_3_1_100.txt,100,0.03374195098876953,true,49204.301999999996
instancias/instb/instb_3_1_1000.txt,1000,13.0117928981781,true,499191.8100000002
instancias/instb/instb_3_1_200.txt,200,0.12146997451782227,true,99230.61999999997
instancias/instb/instb_3_1_50.txt,50,0.010891914367675781,true,24199.962999999996
instancias/instb/instb_3_1_500.txt,500,2.8674371242523193,true,249171.21400000004
instancias/instb/instb_3_2_100.txt,100,0.029525041580200195,true,49174.19699999998
instancias/instb/instb_3_2_1000.txt,1000,13.006039142608643,true,499172.9189999997
instancias/instb/instb_3_2_200.txt,200,0.12583494186401367,true,99205.04499999995
instancias/instb/instb_3_2_50.txt,50,0.015524148941040039,true,24229.954999999998
instancias/instb/instb_3_2_500.txt,500,2.837563991546631,true,249182.09699999998
instancias/instb/instb_3_3_100.txt,100,0.030697107315063477,true,49197.420000000006
instancias/instb/instb_3_3_1000.txt,1000,13.054606914520264,true,499172.8909999999
instancias/instb/instb_3_3_200.txt,200,0.13518500328063965,true,99224.44900000004
instancias/instb/instb_3_3_50.txt,50,0.011062860488891602,true,24097.915999999997
instancias/instb/instb_3_3_500.txt,500,2.767331123352051,true,249172.6139999999
instancias/instb/instb_3_4_100.txt,100,0.03349113464355469,true,49267.57699999999
instancias/instb/instb_3_4_1000.txt,1000,13.316295862197876,true,499166.6040000004
instancias/instb/instb_3_4_200.txt,200,0.1141669750213623,true,99181.39700000007
instancias/instb/instb_3_4_50.txt,50,0.010820150375366211,true,24320.975000000002
instancias/instb/instb_3_4_500.txt,500,2.8331940174102783,true,249165.70199999984
instancias/instb/instb_3_5_100.txt,100,0.038461923599243164,true,49144.149999999994
instancias/instb/instb_3_5_1000.txt,1000,13.615661144256592,true,499193.5799999999
instancias/instb/instb_3_5_200.txt,200,0.14859294891357422,true,99119.71800000008
instancias/instb/instb_3_5_50.txt,50,0.09473395347595215,true,24264.110999999997
instancias/instb/instb_3_5_500.txt,500,3.6753578186035156,true,249246.74400000012
instancias/instb/instb_3_6_100.txt,100,0.03641200065612793,true,48990.12099999999
instancias/instb/instb_3_6_1000.txt,1000,13.641701936721802,true,499169.3669999998
instancias/instb/instb_3_6_200.txt,200,0.17276310920715332,true,99213.46000000005
instancias/instb/instb_3_6_50.txt,50,0.020592927932739258,true,24201.659000000003
instancias/instb/instb_3_6_500.txt,500,3.0626158714294434,true,249204.71299999976
instancias/instb/instb_3_7_100.txt,100,0.0282289981842041,true,49241.22300000001
instancias/instb/instb_3_7_1000.txt,1000,13.126503944396973,true,499158.7219999994
instancias/instb/instb_3_7_200.txt,200,0.09484004974365234,true,99218.49900000004
instancias/instb/instb_3_7_50.txt,50,0.009819984436035156,true,24249.718
instancias/instb/instb_3_7_500.txt,500,2.543025016784668,true,249159.967
instancias/instb/instb_3_8_100.txt,100,0.026179075241088867,true,49292.604000000014
instancias/instb/instb_3_8_1000.txt,1000,12.333606004714966,true,499216.6869999995
instancias/instb/instb_3_8_200.txt,200,0.11603784561157227,true,99223.41199999998
instancias/instb/instb_3_8_50.txt,50,0.009856224060058594,true,24184.666000000005
instancias/instb/instb_3_8_500.txt,500,2.623507022857666,true,249158.12799999997
instancias/instb/instb_3_9_100.txt,100,0.028277873992919922,true,49261.726999999984
instancias/instb/instb_3_9_1000.txt,1000,13.02804708480835,true,499207.7710000003
instancias/instb/instb_3_9_200.txt,200,0.13146710395812988,true,99210.82700000008
instancias/instb/instb_3_9_50.txt,50,0.008742094039916992,true,24118.743
instancias/instb/instb_3_9_500.txt,500,2.645448923110962,true,249194.02599999987
