file_name,agents_number,solve_time,solution
instancias/instb/instb_2_10_100.txt,100,0.500588083,4935.0179
instancias/instb/instb_2_10_1000.txt,1000,0.43130375000000004,49926.37049999998
instancias/instb/instb_2_10_200.txt,200,0.0049830000000000004,9924.6619
instancias/instb/instb_2_10_50.txt,50,0.000186667,2421.1545999999994
instancias/instb/instb_2_10_500.txt,500,0.06107875,24921.078899999986
instancias/instb/instb_2_1_100.txt,100,0.001060666,4927.706600000001
instancias/instb/instb_2_1_1000.txt,1000,0.390896208,49926.22630000002
instancias/instb/instb_2_1_200.txt,200,0.005014125,9931.686000000003
instancias/instb/instb_2_1_50.txt,50,0.00021320800000000002,2423.3964000000005
instancias/instb/instb_2_1_500.txt,500,0.05992858400000001,24925.570099999986
instancias/instb/instb_2_2_100.txt,100,0.0010619590000000001,4929.361599999998
instancias/instb/instb_2_2_1000.txt,1000,0.41163654200000005,49925.67280000006
instancias/instb/instb_2_2_200.txt,200,0.005448167,9927.929299999998
instancias/instb/instb_2_2_50.txt,50,0.00024620800000000004,2424.8939
instancias/instb/instb_2_2_500.txt,500,0.06336850000000001,24923.27359999999
instancias/instb/instb_2_3_100.txt,100,0.000906875,4929.153700000002
instancias/instb/instb_2_3_1000.txt,1000,0.41628950000000003,49925.72450000004
instancias/instb/instb_2_3_200.txt,200,0.005976459000000001,9925.821
instancias/instb/instb_2_3_50.txt,50,0.00029841700000000004,2431.3023000000007
instancias/instb/instb_2_3_500.txt,500,0.062113167000000004,24921.615500000014
instancias/instb/instb_2_4_100.txt,100,0.0008965,4936.533300000003
instancias/instb/instb_2_4_1000.txt,1000,0.36647625,49926.371599999984
instancias/instb/instb_2_4_200.txt,200,0.005337000000000001,9922.469200000001
instancias/instb/instb_2_4_50.txt,50,0.000189833,2436.7374999999997
instancias/instb/instb_2_4_500.txt,500,0.050994583,24926.2481
instancias/instb/instb_2_5_100.txt,100,0.000894542,4934.435700000001
instancias/instb/instb_2_5_1000.txt,1000,0.41649562500000004,49925.78520000005
instancias/instb/instb_2_5_200.txt,200,0.005450166,9921.485
instancias/instb/instb_2_5_50.txt,50,0.0002,2434.465
instancias/instb/instb_2_5_500.txt,500,0.06085783300000001,24922.886100000014
instancias/instb/instb_2_6_100.txt,100,0.0010326250000000001,4933.604499999999
instancias/instb/instb_2_6_1000.txt,1000,0.383451333,49924.65410000005
instancias/instb/instb_2_6_200.txt,200,0.005143125,9931.9742
instancias/instb/instb_2_6_50.txt,50,0.00018141700000000001,2433.4342000000006
