file_name,agents_number,tasks_number,solve_time,is_optimal_solution,solution,node_count,dual_objective,relative_gap
ip2/d201600.in,20,1600,180.02631902694702,false,-97858.0,1135.0,-97822.0,0.00036787998937235584
ip2/d401600.in,40,1600,180.05829191207886,false,-97213.0,2062.0,-97105.00000000003,0.0011109625255878422
ip2/d60900.in,60,900,180.0500409603119,false,-54670.0,3355.0,-54551.00000000003,0.0021766965428931936
ip2/d801600.in,80,1600,180.13113594055176,false,-97282.0,654.0,-97034.00000000004,0.0025492896938792
ip2/e60900.in,60,900,180.03778505325317,false,-100178.0,201.0,-100138.0,0.00039928926510810755
ip2/e801600.in,80,1600,180.07637095451355,false,-177008.0,63.0,-176813.0,0.0011016451233842538
