file_name,agents_number,tasks_number,solve_time,is_optimal_solution,solution,node_count,dual_objective,relative_gap
ip2/d201600.in,20,1600,180.01355504989624,false,-97855.0,40040.0,-97822.0,0.0003372336620509938
ip2/d401600.in,40,1600,180.0055718421936,false,-97209.0,26324.0,-97105.00000000004,0.0010698597866448203
ip2/d60900.in,60,900,180.0134241580963,false,-54635.0,47145.0,-54551.00000000004,0.0015374759769371945
ip2/d801600.in,80,1600,180.01045894622803,false,-97271.0,8444.0,-97034.00000000006,0.002436491862939024
ip2/e60900.in,60,900,180.0112009048462,false,-100251.0,9774.0,-100135.0,0.0011570956898185555
ip2/e801600.in,80,1600,180.01513004302979,false,-176876.0,3453.0,-176805.0,0.00040141115809945953
